event_id,timestamp_us,duration_us,intensity,num_flows,application,condition,has_indicator,indicator_lead_time_us,indicator_type
188,23754.413087432746,78.57571107471598,2.8197078110989917,57,spark,normal,True,50.36596220865349,Connection
189,46349.40438005723,245.06366589729774,2.9025505849474134,6,spark,normal,True,106.38666130454635,SYN
190,38019.56187858571,308.99578588363903,2.452779037832119,322,spark,normal,True,71.92561155425719,Connection
191,71812.30762264944,219.22521688470906,3.0843574271908127,54,spark,normal,True,59.06841097505479,Connection
192,35162.26872396344,147.49466868849953,2.7148955450694796,24,spark,normal,True,46.912138959873,Connection
193,53916.12766752545,237.41118534594204,2.528849818913047,22,spark,normal,True,75.90915977131931,SYN
194,18114.934953468033,92.3915467376554,3.165311190672761,219,spark,normal,True,63.42862396075511,Connection
195,25656.278370136377,148.53437228128382,3.165746986325144,59,spark,normal,True,84.38415691596461,Connection
196,95140.3342206657,274.1600313543645,3.1151914657640587,39,spark,normal,True,66.33002207239623,Connection
197,41102.846980670474,80.53595062931221,2.792128440661228,28,spark,normal,False,0.0,
198,42373.825364876284,234.65057262367554,2.7979528127268396,62,spark,normal,True,104.58691722795739,SYN
199,73687.37449441821,80.77962937554031,2.893767707565604,71,spark,normal,True,60.66078421490693,Connection
200,54669.741271407,139.37028238489427,2.83275246449765,16,spark,normal,True,64.90602378000764,SYN
201,69514.45540475938,149.84379658168677,2.5693143515359678,10,spark,normal,True,69.17159711264603,SYN
202,7941.936898898661,338.60478647039093,2.825495725815407,22,spark,normal,True,51.81623630485774,Connection
203,6761.25635922149,135.89298231752028,2.8134545098480825,87,spark,normal,True,65.1742609494198,Connection
204,32433.37531153756,227.55677663958733,3.368300697741988,18,spark,normal,False,0.0,
205,66183.91898493786,346.1670588276993,3.1257057028098134,28,spark,normal,True,59.16926843368793,Connection
206,17530.294235765963,91.40398707536131,3.1888240754660364,24,spark,normal,True,61.2316230710828,Connection
207,34757.15242389821,258.8607712432222,3.182741436272153,20,spark,normal,False,0.0,
208,92700.09679242953,128.05131336479053,3.363929309993755,56,spark,normal,True,49.751954639292876,Connection
209,12771.348363523482,167.88960846292548,3.1511208138637277,79,spark,normal,True,49.296209766796835,SYN
210,93695.78230310627,77.09348815828669,2.449138388069011,75,spark,normal,True,102.85089859664441,Connection
211,91939.19732144174,85.19210658011104,3.075391692241914,49,spark,normal,False,0.0,
212,20851.05143573358,120.46288425071502,3.349890824171037,78,spark,normal,True,69.70298132624625,SYN
213,40298.01787651615,196.15206806466145,2.7304596054626886,51,spark,normal,True,59.86337084960713,Connection
214,13252.467274184843,514.4375212422741,2.9099579146822525,29,spark,normal,True,68.49548601108646,SYN
215,14637.39921622491,110.59547698696612,2.943908609104366,52,spark,normal,False,0.0,
216,43249.7878330132,195.4846131620614,3.019342324443036,10,spark,normal,True,64.40359257188857,SYN
217,61958.795489782955,100.88632088715264,2.710044892219502,69,spark,normal,True,56.882278601249666,SYN
218,99486.63171697671,316.08095343086984,3.0446002371606333,38,spark,normal,False,0.0,
219,23918.01042159256,110.38055237760894,2.9092590940535614,36,spark,normal,True,62.611478118006204,Connection
220,81397.02695060188,69.65022849961224,3.27373057477775,74,spark,normal,True,106.32655642670635,SYN
221,88660.42152404667,75.7316328899018,2.932570379432195,19,spark,normal,False,0.0,
222,73361.4380561402,60.925089912875215,2.8270468797819843,6,spark,normal,True,74.44939395227311,SYN
223,53531.01314525917,100.72713262153638,2.701768130087342,48,spark,normal,True,80.92213836665924,SYN
224,48824.11370217782,138.56929252881142,2.867015324642547,24,spark,normal,True,33.73953566380383,SYN
225,45944.676840598666,120.08050754425491,3.0854669677716595,59,spark,normal,False,0.0,
226,78690.3386255295,265.5487717005254,2.663753290343884,13,spark,normal,False,0.0,
227,3842.6348962324996,122.3974764433707,2.9734972022972714,104,spark,normal,True,72.2309341683084,Connection
228,61393.35847600618,174.21350448671382,3.00960124471973,27,spark,normal,True,61.34454410580324,Connection
229,4167.290060238427,354.85157268724066,3.0710884247136128,34,spark,normal,True,42.843887660492655,SYN
230,77465.35311811819,92.28007765691726,2.6859267051954183,76,spark,normal,True,64.39142317630231,Connection
231,26504.6428325004,105.28900057690116,3.1821393302350853,142,spark,normal,True,55.34988616492263,Connection
232,77463.3780637788,132.3194117850996,3.1367663316244823,282,spark,normal,True,86.33622224271248,Connection
233,81176.97880901376,368.80611841447086,2.7438790395945265,66,spark,normal,True,46.20750652182607,Connection
234,61293.95824945255,56.11802147792199,2.9336239129242685,40,spark,normal,False,0.0,
235,64581.0812655206,230.6432255104953,2.8250767684293185,43,spark,normal,True,64.39200953341287,Connection
236,84199.85528900615,233.9096042882557,3.2203347100462962,21,spark,normal,True,68.03822390178092,Connection
237,93738.80664971189,183.18183070965307,2.804592931862451,32,spark,normal,True,69.4728179136067,Connection
238,73280.15447662506,473.8260810838485,3.3226299189315114,10,spark,normal,True,61.1880501812626,Connection
239,87332.29158608077,285.86271301198656,3.2019544053809876,44,spark,normal,True,44.17990303197748,SYN
240,72646.17151130049,285.60979639989057,2.873156411674337,61,spark,normal,True,42.275916420695424,Connection
241,18802.473461541613,272.8578701407412,2.8170651287041855,44,spark,normal,True,60.220727934775454,SYN
242,74573.37827312322,72.65389569476072,2.6681075456314973,34,spark,normal,False,0.0,
243,99633.43376272473,99.53042554868401,2.7548443600173016,9,spark,normal,True,63.466724419513774,SYN
244,41262.184084862376,239.11167686955451,2.5423031056289718,137,spark,normal,True,62.77919255149982,Connection
245,64232.55259052274,98.76608006101605,3.0379347068470386,28,spark,normal,True,100.4560638593507,Connection
246,80498.89996807698,274.46353466996135,3.2335083228499912,32,spark,normal,True,79.30649865723406,Connection
247,78861.49646724065,108.41890834902968,2.1679311411259654,94,spark,normal,True,50.15604181723674,SYN
248,22061.195271121127,58.98994381469109,3.4540349229726393,82,spark,normal,False,0.0,
249,93311.33313435577,89.8859713415032,3.5562277699002562,132,spark,normal,True,69.3987591791014,Connection
250,83980.22856356172,273.1322144851084,2.418791305057062,18,spark,normal,True,65.4643453287856,SYN
251,2619.6708532064795,160.94753101488058,2.4694681903311446,64,spark,normal,True,57.82631307782656,Connection
252,87273.02504846019,124.73857899521254,3.120531384767572,42,spark,normal,True,84.9420710872991,SYN
253,8060.151375712466,147.95051231100908,3.5316754790009233,188,spark,normal,True,53.52080720840478,SYN
254,61022.51494776413,182.78123952338078,2.8279686535373285,66,spark,normal,True,61.850539101424374,SYN
255,28218.707469320016,96.70295889688715,2.751935893788042,41,spark,normal,True,65.77145561228693,Connection
256,44973.984245054,115.30678568713908,2.9957941385227236,54,spark,normal,True,45.22219311009768,SYN
257,89983.33456872725,155.10939663444643,3.15478176531123,14,spark,normal,True,52.56662396071679,Connection
258,25653.00624442478,86.09363951260016,3.170116655216431,17,spark,normal,False,0.0,
259,60852.72726964665,501.714279556183,2.757474052642984,38,spark,normal,True,49.9337270895576,Connection
260,56122.27882825249,100.0338947030542,2.695253454306481,52,spark,normal,False,0.0,
261,72281.43032084838,163.83438528035865,2.8898916482750034,25,spark,normal,True,61.30617261030068,Connection
262,16577.454016327574,119.87447870859816,3.6030027867900003,206,spark,normal,True,46.32822354785832,SYN
263,51250.26487703317,136.8912853944306,3.4124629257444554,29,spark,normal,True,49.13376912201038,SYN
264,75675.15056886351,72.78946824813681,3.0284981254068915,37,spark,normal,True,68.18321617723676,Connection
265,77201.24763099903,233.26850747551956,2.9766488408961593,43,spark,normal,True,133.3025629835596,Connection
266,82210.31606002255,288.69528141106724,2.8295573010496997,11,spark,normal,True,63.08654495992649,Connection
267,63458.24175503037,119.93792847735953,3.3843049085205337,52,spark,normal,True,74.25744046927221,Connection
268,79326.13504382544,227.58845219301026,2.8716732938859746,40,spark,normal,False,0.0,
269,14071.152804875841,191.01425106205315,2.8360477816473737,33,spark,normal,False,0.0,
270,65429.25523249619,135.7576020251759,2.6510431616839085,27,spark,normal,False,0.0,
271,80360.35354415352,166.08028840901224,3.1563885871787267,50,spark,normal,True,46.004820302569286,Connection
272,42748.96879206152,185.8219287262678,3.3562158154694255,396,spark,normal,True,49.05791826299501,Connection
273,81906.35138616561,202.11896584614237,3.5423628476397573,66,spark,normal,True,83.39791666836456,Connection
274,35779.826532544175,141.40117039219137,3.3890983639683325,49,spark,normal,True,68.77214927013208,Connection
275,10063.747852353334,98.56289238968758,2.8304145670802754,35,spark,normal,True,89.85421149038474,Connection
276,62092.856747843114,127.67335133786406,3.299493269444388,35,spark,normal,True,60.57196554667457,SYN
277,67617.7562075434,160.51824147721314,3.3584022432984066,20,spark,normal,True,64.40340665679251,SYN
278,83704.112524294,131.78644970276946,3.2613891892371734,17,spark,normal,True,36.97772608996591,SYN
279,3318.935456242622,159.74180274263452,3.3086047832089176,17,spark,normal,False,0.0,
280,87120.4482263052,215.38789981158172,3.2002382344917937,18,spark,normal,False,0.0,
281,67073.2311905834,227.63685704889596,2.71010628427046,56,spark,normal,True,79.13179310000221,Connection
282,38040.054897040965,141.2377601009727,2.839401544213823,46,spark,normal,True,56.76269525477628,Connection
283,29221.823046189777,185.2076315114681,3.058792510159381,64,spark,normal,True,47.48837226777586,Connection
284,28152.119841492997,258.1720833170214,3.110186194020402,217,spark,normal,True,37.451417106858,Connection
285,29723.78077086172,129.34736952760673,3.315033178832674,25,spark,normal,True,76.09035077776778,Connection
286,18533.017952871443,352.8143438181974,2.9686652344387587,43,spark,normal,True,61.259882211323564,Connection
287,85569.60938375394,118.75749903637261,2.779863607864391,51,spark,normal,False,0.0,
288,59897.85081772105,171.26517010020456,3.1925791604884655,84,spark,normal,True,117.47530645243489,SYN
289,43459.59608587118,193.68567127145224,3.4120975635488873,44,spark,normal,True,76.13919658017318,Connection
290,59169.716230632555,90.32604583212975,3.234861073074404,23,spark,normal,True,60.454133609260545,Connection
291,65222.425954547245,159.5309101492585,3.16544561281214,51,spark,normal,True,91.66194717686805,SYN
292,25439.1580841847,120.40257727454407,2.3376747250852294,41,spark,normal,True,35.77970669581607,Connection
