spark,tensorflow,kafka,redis
64.34658732856967,49.735758433806225,58.990017836929965,48.09033695227994
59.01694538359362,55.74615162168753,51.41016640961541,77.87247030996456
51.61706797474598,29.912760477318564,49.3929871295973,61.561547891123055
69.31162174040641,44.943316830018645,53.08863401118788,37.247715087597506
63.94029600552553,47.85954505241346,34.197239986949334,32.77415947086217
77.7170598678333,44.06291997073878,103.12053369909948,50.797681348536486
46.63367802439734,43.74332256851154,59.781453079408166,63.0428089803759
73.70869762635776,42.797133841782646,89.66567878011588,41.642876439006464
54.08314495226107,33.48701361679589,98.84695209743944,71.52481528222857
48.91549426399161,58.01562037393616,70.91993302340103,51.881264950024786
52.81738841343921,84.21073041641696,49.60971366398948,68.26144232631148
52.257484201073325,42.29313472867603,34.04259707617127,50.21088396593386
43.95563748799225,41.94818719528834,93.6090444651226,56.151474665045555
116.19124043676622,44.727401398263595,38.54550068697248,45.81331682876852
63.45402121606199,38.48446442625514,59.33541031709247,49.028067307704255
57.676083349548385,39.421012588506365,56.732858472442665,40.97654046688395
56.64901893736469,55.199322803968876,82.92306831201911,51.82514252294675
56.424801017419945,40.88053924261454,51.76951993548216,52.246890662345294
46.52763883593011,50.423853854157784,52.400829798876195,46.8557020194544
56.29469243940104,46.8744014740295,45.627175427468636,30.891739935918974
64.50902446909765,23.466011618455354,41.79254636436105,45.75322497861359
75.81257382660455,48.08649968001921,44.723072002974305,36.2755025567436
61.49962065803606,29.78385090262224,61.02477290104865,124.76541907784846
71.67088185225161,30.909885513665,49.158872031195976,45.02272731404251
39.52367143330586,39.610561634298456,60.198398290116096,36.840277293264485
40.657660516966786,54.208015477240465,31.431762670243316,39.547644150823125
76.50072628930643,43.68625457897116,80.50544494038809,30.593079273466632
62.618510028418186,41.1057543188163,53.030670688024536,51.660022353204404
39.92274915690572,51.778180939098156,66.16301971161467,75.63756337801308
63.96601942034771,44.894915484957735,64.01909924396027,39.32012155446457
55.00044579965479,37.20239962351197,38.07100047850759,52.64644058432807
47.01074765024591,40.54884133420162,47.18020082460574,37.88560898407848
69.84205100558329,43.415033782047466,43.221280416322436,44.20392450286274
59.47746132916944,32.09988738359578,77.26407137115648,50.73326367762661
45.713759165007396,28.44834307778166,62.38923391378347,39.63826207319606
65.9827949174396,35.66337045720507,47.150832272338796,39.09048618092065
40.964531084680964,51.23406812544898,77.83661396729858,47.52673827461056
45.790673138600404,38.31857108634302,42.40384614835973,59.74785320735026
53.451555555257514,34.260996638165054,52.30625340041654,48.79274036859656
62.05932251992317,47.747223565442596,45.34685294985868,73.21304156723683
74.94483136984773,33.311438087892796,31.12261350784279,71.46584920975674
50.57647841158667,57.46903843265323,38.06926253853247,58.42975084759338
52.64806866777641,48.3209515135272,38.823793339589926,62.13294444084458
44.36698466933031,34.90963358937552,56.198112531051,43.72294705262704
71.02624348274166,85.44694761771187,42.04394651299651,44.296711885333714
61.11976520077276,40.36877841905402,29.622544024198756,45.964514579576765
52.02154651330288,59.70278489433058,61.29668674411499,42.2544045296303
75.85352193525213,47.100058425751904,51.756564690342294,66.85233927330555
65.23256188751225,34.1062584484967,47.9021049926845,28.159468685088868
47.30772561353937,43.14091598371101,57.827377148647805,41.996594834489755
80.75685745852783,34.89419635375603,36.30293392627368,28.731619959497923
87.99383564467784,57.89921071465593,71.49006866836865,34.53672061282119
48.9162985425068,41.07196810794723,44.09192470017088,34.48303687773388
55.55647125187295,42.836373982484794,40.367222656783426,38.7864031825229
62.691822701187704,33.512310844987596,20.097151527229475,67.85654392952212
80.89129525530291,42.46387646055485,44.80461262699302,26.89201760230764
58.06627092754274,47.86367149912999,47.961370357963624,52.520286847947865
76.79747692203172,40.263951882214705,74.82477126399374,55.13992502734044
58.5306527872158,58.662467434041254,59.617159445488724,66.42615242730731
50.75774879812372,41.15931281586282,89.50916190685724,63.05849775701084
67.25779126484275,34.2129511674374,26.303401073376932,56.74966477821143
67.84296552036199,48.538522792987266,30.81360238555616,44.897055931371085
41.95723086416019,46.37653535621097,49.321249680723234,54.88211849226707
59.62037038301079,50.61573392152078,54.76219148094536,35.65406445950593
66.73362525595756,24.58115923922434,41.044892201475975,74.34644721886798
59.66190979336117,62.044702444378856,61.17397925568562,75.24513854698515
50.59478461961417,46.630664220821046,47.210242882766266,72.68494595554645
70.11747248830397,44.09087769053443,50.92801716021783,54.68728055399415
51.04003719588173,69.08317200149351,42.73272768556837,84.5639256154094
76.08726687980456,57.05004705938463,34.95140385381135,50.14429174698666
125.91375017674775,34.01839609207544,78.16289765077768,42.071004967710095
56.260935319278914,31.08743454614339,62.766062086775705,40.72582778563804
40.60506639486763,41.65800944942026,64.31027098370497,60.5795119181479
86.7889795289555,27.518853972009033,31.465509658191642,60.71730089542737
65.05900283812123,28.04013586179463,29.039445133827993,92.08107502671467
79.9607578391181,44.517960708154774,24.24711516952259,51.428768043981485
40.66508653443488,31.84707654611482,65.23522156945027,40.8472143635137
68.34105385661135,38.654354107845926,39.354956820428455,38.268451787759126
66.81014725491286,50.94900589923991,60.00721475136128,43.06412053068023
79.15359983014882,32.43831112023889,48.806337399533234,30.467423721639353
65.73193055546787,56.44447558451187,76.24169441765284,57.6396059087151
67.13138510767185,34.98970674835254,49.089048063092385,50.91694441899459
76.35292598883147,30.078545881556337,64.22088824762841,61.90239238969178
56.20437388369706,53.24943125156292,68.8265377130626,35.83441123509103
48.55048697861401,37.89382892377886,66.8787552768072,27.849749358144603
50.36596220865349,51.465222487361636,83.20156080233603,57.78678929873467
106.38666130454635,53.557068916123384,26.037184612640868,104.25907541019372
71.92561155425719,30.615089833956823,30.842200581327884,79.91155368008174
59.06841097505479,37.8058466313211,60.499039119967414,72.85080246893352
46.912138959873,53.94066590572172,44.2516119403956,42.9137920198978
75.90915977131931,39.909499451169594,62.35815592532935,38.747451661049034
63.42862396075511,46.998652699543015,70.1852686311982,68.61772127354205
84.38415691596461,43.29966652522164,83.86364637393645,53.202270709296265
66.33002207239623,67.3597477593461,62.77606855826652,50.06459082936272
104.58691722795739,63.09006620967952,30.08176494132416,53.05429859982958
60.66078421490693,49.76934229148136,33.88756814427743,70.66259837544015
64.90602378000764,53.125553480851856,25.10424868554295,32.726584757765174
69.17159711264603,71.49890766211261,52.477694549851186,69.33541503251786
51.81623630485774,42.68972359524747,76.1293795154072,37.883351067497536
65.1742609494198,72.22893773147476,44.18862145948063,41.198786805860536
59.16926843368793,40.354394543340334,39.204730528648675,50.18462490428326
61.2316230710828,48.859714120684394,46.936189342563345,75.24475547462761
49.751954639292876,48.082679301042276,64.1976192330358,50.12575826231868
49.296209766796835,50.37500507766382,50.39931589795225,66.98313992887631
102.85089859664441,47.40178570045742,47.44616508535726,58.96256163254621
69.70298132624625,36.62068544581364,37.100308375457175,62.714871491687795
59.86337084960713,45.37263221421208,42.60331075638098,42.19452792306694
68.49548601108646,45.59001611087556,87.44125588834855,42.98296014725329
64.40359257188857,44.75583950189568,64.94506135289699,46.27445663201563
56.882278601249666,52.29358270807456,73.27986949414223,46.22080961323627
62.611478118006204,54.408613290847654,53.78404302366418,64.59514528706386
106.32655642670635,56.954957548407,79.06011646786153,50.003390557857806
74.44939395227311,50.61996456134845,44.43020509751758,50.09216199687502
80.92213836665924,34.43074625651399,43.90886096501066,65.59155162898445
33.73953566380383,39.97563124657344,99.28447391183005,38.265438980262125
72.2309341683084,38.87201094862773,62.914307409749235,50.08328216381013
61.34454410580324,52.418447848939735,50.98919951693093,61.42191471621943
42.843887660492655,43.79740633110475,48.21982613551152,39.6967019551799
64.39142317630231,35.07182734261581,55.12397245185278,36.49018855188824
55.34988616492263,73.81708451085063,56.413131126190265,71.5056972673721
86.33622224271248,45.12771669404382,35.552929224435275,23.91168039492385
46.20750652182607,40.36717024497708,97.3879302861652,38.58984875521799
64.39200953341287,37.811090520407454,55.0797124502854,42.30149816375168
68.03822390178092,48.01649910407249,44.67040751076107,38.45490896811928
69.4728179136067,62.69516189565356,47.67321283413795,37.71780903454349
61.1880501812626,55.05907499825587,26.359736986663776,47.89530149313464
44.17990303197748,31.958066745340208,49.871119106957984,64.63615069089612
42.275916420695424,46.01389636851846,42.64693020609553,48.00886067750696
60.220727934775454,51.001913489423174,60.75231084713024,50.16370513077054
63.466724419513774,33.81241667288606,26.41120291647182,64.3830391075083
62.77919255149982,38.251495258550186,61.52049614601839,55.86280325376148
100.4560638593507,65.90264479582572,40.914544878712015,45.44426421920408
79.30649865723406,35.33698649085023,45.38824703113985,57.343756957657845
50.15604181723674,63.31575081636401,76.55435405254919,45.19025283930157
69.3987591791014,51.72155570230757,90.44541172338369,39.82580087631283
65.4643453287856,38.62773055609804,50.63644438372904,40.057619108141694
57.82631307782656,27.837337501722928,58.90454994462722,36.83456359924586
84.9420710872991,59.65276051945429,80.80909688109703,41.74689077997292
53.52080720840478,35.616627933078576,63.71837295096914,39.23858898913971
61.850539101424374,40.57631241729146,45.51462434056778,58.9531722111743
65.77145561228693,32.60488431915906,56.84255836107291,44.60258713210624
45.22219311009768,40.92182157188914,93.7575726299914,51.58467533436815
52.56662396071679,61.28299334662184,30.739494269712715,64.0656892637323
49.9337270895576,39.64230473741024,43.633171508310475,57.72296072345283
61.30617261030068,54.90353573577002,57.32870644096418,76.0244166698899
46.32822354785832,27.071077352204885,75.10243862664954,76.6153727006783
49.13376912201038,43.45787934779104,50.89579489981654,54.43677521649146
68.18321617723676,67.36157656938192,52.75343321620103,49.24893871439768
133.3025629835596,44.86647137144717,25.238130055180516,39.412967278066546
63.08654495992649,33.42515007434291,44.35714092221186,36.87120359725396
74.25744046927221,39.65005087882889,75.79719641607886,45.45429720612178
46.004820302569286,34.37291531238214,65.63752744099098,53.88865136773664
49.05791826299501,50.1249883499191,41.24449917023466,67.26214990765446
83.39791666836456,32.11985647675379,44.89633154324686,32.83739135329584
68.77214927013208,51.240282662738416,57.30491307072375,49.754632985359464
89.85421149038474,48.39623627700384,89.75159107505986,38.9166341530244
60.57196554667457,33.68970666150136,49.447877732149585,117.04682332589299
64.40340665679251,33.88054535806011,66.51313417384533,52.18409270824288
36.97772608996591,40.23291079372142,41.492875906112246,46.75018957692318
79.13179310000221,64.21779217758989,62.81377923948623,46.80267596850722
56.76269525477628,24.20599871872387,56.75262500637722,54.32956994060195
47.48837226777586,36.974453781734,36.656355585184684,63.975122962196245
37.451417106858,43.90218699030494,58.86004441890708,41.44451371050012
76.09035077776778,45.85919992705894,62.507092868237756,38.02686991173984
61.259882211323564,40.60810684302996,37.71703345141058,35.120231800376494
117.47530645243489,49.81167496288185,48.65091169146696,56.82724237598905
76.13919658017318,46.40499456790906,85.86091125195739,41.25011385015391
60.454133609260545,53.262600836357386,58.227896021966785,61.14685538329353
91.66194717686805,74.43235690192246,47.15914015052494,40.38382605710568
35.77970669581607,35.529927680487795,79.76935658174622,63.93309714562114
49.71493847237713,43.33544833427261,60.66087400104658,52.96968477349132
57.15470281702171,71.26993782209277,78.82528047836918,64.1859638596958
73.86077328600783,45.020974409837045,66.49839287168408,56.561000992064926
65.36901391393845,56.56072614243948,53.31808272028526,39.85308844122629
61.16392365611457,63.952812094809744,51.012821310996856,55.45339103613293
38.89433770970871,46.29389413907559,60.040925362533315,30.111330762486908
39.25466206792996,32.94861706269198,50.22555263378033,52.100043156237476
76.45549924465054,22.514979320307674,40.83417946825234,43.08648734223989
56.14300888511505,55.208708221089765,59.527132134929666,49.70359837207069
83.13199309878163,35.77810016375703,47.51074708535385,65.86847143859526
47.14573262256404,51.68659481242072,31.27925429133012,49.59431011070918
39.388937948997665,43.86934192134968,33.781553878150014,76.55960748713909
59.7836070933427,34.66338047181619,77.48631619193985,43.370324113130735
36.03909217214519,62.60902951512071,102.94036384027352,53.29243185673952
52.387924290040225,46.47451357284546,57.08348211920409,56.0522072435893
67.88618346094478,61.81459813029831,44.561365503929196,39.47573231182265
53.643802346453015,35.37446619774905,30.46322387613232,53.34662683789452
64.35244376482794,26.931286375739948,71.65278387770826,62.95026823259122
59.23402546895448,31.128825352156714,65.6090410879438,75.42365794141992
32.7665523729366,39.641728204599964,36.60884568928431,48.561005270501354
70.50252034189259,52.73395323118106,53.80049995515532,73.85276657279657
77.1102489441034,27.588865377789947,58.232218110765004,26.984065377673804
76.03746487874244,50.70826010229519,77.95069986283444,38.75241554416803
71.92461156983379,44.82994529244797,57.78794002230329,48.756808965757926
69.44050662913256,46.97026078003932,79.4101627657406,41.714471665299925
50.680944583938285,30.91960742776817,58.90260593894209,46.25464996307363
86.32332743797814,35.37781020984122,35.49934919007642,38.15332523210205
49.50427229178909,31.702897633063124,55.19903132037588,45.25868837249634
40.818944581222596,53.88210414629451,46.95819057279203,42.489703632592004
28.20407647271413,49.09983032495523,80.9572467013515,42.64707768735928
74.08312086526507,37.911218706494026,40.9938826753054,57.34147165592714
59.617609042943265,27.700226385314462,77.59370879101066,38.5858020895416
51.30545358194439,49.22592259765837,29.084658572160606,40.293816853639996
42.857335961274,46.010513327370234,49.232040299789595,57.440152227393334
56.700291081251194,52.86841342428887,63.0406211584883,65.31527576353537
85.62964953502257,40.52659046426235,57.10439661425495,69.93459785679018
55.44138564773571,34.33950838444868,66.28683012663849,47.53813647668472
60.25389642793291,35.734843328199574,54.9223018865053,49.65801663793365
56.04133940404928,53.376473322458054,39.33114429427646,66.50695901234636
48.2757223726563,43.46369373223737,111.64271337684133,27.71551315004545
46.70250008612654,47.21484950342548,41.74363083810657,95.05403874081736
31.020318868897775,49.92241755675558,49.947785792238314,58.17874301366514
68.7945372269561,43.766731740410364,52.82961078850745,29.305595795714638
62.95393404345912,32.47921312870111,65.27214197871945,39.903792386229966
41.573512502421295,45.666867183402594,59.10135452736497,35.22195896354284
47.47828288736249,72.44947295138734,84.51345045563599,92.92431512117297
90.8956462188526,56.23993343728698,33.16453538481249,71.97590893585696
51.00075288439538,38.86420249241079,98.08709083995083,39.63156183321266
63.813882251484536,58.83710558050004,59.682665905159155,30.349166870900472
56.55153868529986,45.38121384348417,100.71213045462954,39.13156928553347
101.16261207030477,71.13890470738353,65.87960795873137,51.19156738971967
63.46578923846198,54.447497273401915,58.87273472665064,51.10923445427702
56.13062029377791,39.78110885091841,41.548251708715796,80.95050276512723
65.18996382609738,51.86074889940696,78.44579399840775,52.04453725325675
60.28790520455816,31.68893354745479,48.45091259019226,72.70015904901464
80.49260679718489,37.65369624161767,35.37235967406833,39.52378370159273
69.78878990645858,45.951486317600825,35.833102916607764,97.07567509853507
53.12776056939138,34.46046463646244,44.45991491761925,29.244732724930383
83.48530015327789,53.66282935939089,45.43495755733348,49.00368254294695
51.74241904424379,40.407321396994995,20.76870205463766,49.59951755808237
47.26923718973454,39.47928251322897,96.64541586382686,74.71725705438377
98.513256308512,55.15194167737643,61.31678661674871,68.10100546633448
75.54715948555138,42.846384608706046,108.21634846509139,46.631973650204536
66.92209623737743,43.32346294769127,93.3866192597622,50.63037637737138
61.66473510104684,48.98461200277426,39.22101850756618,53.09150094740942
45.71987374804232,60.72432096248164,50.50113506521248,44.510540479863174
56.340401664827404,48.69393598124636,78.37132409803192,76.70427995790516
72.98049323951075,50.35755710777115,56.067095385387844,28.128346291488292
51.66280473465338,35.51269113372146,51.62945982138979,50.802758192917025
70.59484221291393,75.99110856524717,37.14464395849591,43.46946118756648
33.68486509144973,38.14028855094955,60.3304033132677,35.12449518179657
63.55224045562692,28.62051799107688,34.64844321712822,43.359314867110335
43.36121600556036,53.154540674465835,40.47446081019171,50.23635324485467
59.916118406617485,39.83110108403893,56.528231509235134,45.88925484022012
59.10244619738642,40.2400037715903,53.80360818437762,49.431514193843256
64.17415626468778,77.08792702133674,93.40357971021531,53.92124908226445
54.398762325974495,30.063288173799446,49.28505746340935,49.23875961134909
51.13163727370577,51.512079460850984,60.396275901426776,61.65638383494741
88.03869992670164,40.09010970720082,54.4026553896675,40.63637858613339
57.599527261418494,55.150067450660856,34.07074200048002,35.604401809097716
43.070255907004324,60.53578468358799,63.76058297090085,43.66435724864884
37.81846958537381,47.80017069555124,42.99448700569332,56.56017456906933
76.0549533725022,46.72711231776249,47.83491896548714,53.42813198452063
91.16833061964087,47.82787180577099,38.76415633931228,46.17832298576457
40.47156767531408,30.93918088303182,52.9274956136232,41.388179402895894
77.95829380467323,32.37064230036987,34.191272164568524,71.88851096273937
58.375844708648394,90.65003208601313,79.12363350982528,41.99033951974674
58.05996834033768,53.96364209869264,43.68139249721229,39.247834259454315
73.42227121734662,57.25639401578408,120.89529825075115,60.06492454641978
49.32362355165298,37.96769387529914,43.94496013712699,46.31450585372786
89.84525188723187,31.10029425792365,57.937841930716054,33.61457828765828
71.14211086169753,39.9442311417805,51.175325616390616,49.171847371315764
108.34414469609484,45.27861758650268,44.35122521500093,48.47882055691729
49.73425036105661,34.371096278269775,68.16766798871456,36.280862840686495
74.38404976431272,20.169499112951566,48.67342704482107,44.83336837859895
59.752475723741306,30.374981443576893,91.56664851984989,44.4706150687762
55.946983556100626,52.31171436854968,56.07215138536986,38.43599545284033
65.15958582659826,26.771900803423534,52.93363071221221,30.975139789232994
48.49656417381461,44.00114852181094,53.89785431822421,37.76476492367755
62.52136579610757,45.45205668620744,42.86595415398782,63.611655597603125
47.68767288208854,55.08817962636319,75.55459523729664,49.2110650183818
66.72542677402437,44.527658380792246,37.361874144913294,93.69127941900256
52.09927646210838,60.981070174307526,90.98649916514647,39.51725016686127
33.50453729613764,40.20982234424953,57.25694158068499,64.04231329045788
75.5966596062329,65.29348596265528,38.548977656287356,43.9442373043932
49.04938621780703,46.31008767636059,64.51614847302275,58.15141167192529
59.25163697843865,47.67751230259768,56.239125456573326,85.01775254047254
73.98806394212812,56.7682712026152,56.69076351626644,54.386166802935264
81.47015711538927,47.09326657514308,78.56970323696791,56.4368806699294
77.4932594415447,54.97500093585352,32.20009446331692,58.257650410001006
55.73730888722923,77.40173293262932,57.86194653470491,75.06674690443788
51.329119093472826,42.446280587398114,75.77938506784558,39.1187547686437
56.94614652450652,25.236714636632197,24.677405516799283,45.34907245280775
67.26665618144295,67.27791483077692,39.20100304284295,35.89142109221451
78.48490950536343,35.5404371363624,76.09273761401505,39.43271078412874
63.03358178812755,45.572999789437816,85.53537717868517,50.660687075758695
58.629908630794255,24.54545681343047,58.25880885041134,49.76874361328451
54.692004983959556,30.048076059657195,63.92416828874975,28.865546991717963
46.57274986869682,36.52862021122949,45.8330122976542,47.525273824414505
50.40808644853153,38.51090640890956,60.18023496717272,52.455283809034384
55.21227118395726,45.24628969556456,56.96964143903556,136.6991829414483
70.49216887079531,36.36391273941407,54.24499207842824,41.882211323333834
56.44825872544126,37.087900152476784,57.78937637606499,46.39509870637834
71.32984679373341,43.494665929662055,104.99857155001658,43.982417363361805
93.36695745190768,56.36292259827117,42.06041449825177,54.51524676863796
68.8323249068277,40.038621487445106,31.66949874803412,40.6969603342455
43.2252093407402,33.399002500899854,82.42443553478414,58.78847734785648
98.60380391725765,41.09983972287691,42.88875725650985,41.73445689332127
55.71184032233146,31.626194212845387,51.910351477610924,50.22697296252569
79.24711268266115,40.526892302024365,40.2586811369166,32.80028857401809
64.48986275908572,63.83400539069572,57.1361310865082,45.329299322697615
56.990221728865876,48.16571756464443,81.87636112065842,40.302546832705396
39.204488614068474,61.23418483434506,42.53799729869918,88.04889059125509
49.49370776681062,71.57012666509952,50.57970368034249,43.00949007052704
74.7867251506538,43.07375594737238,49.7996099289525,64.05459054973244
54.84094815970806,49.25230435491671,24.64777922641978,57.300809558495665
48.55431168721738,42.11196869457128,73.21350425802505,78.59469007980998
94.86775062928339,42.45088068903956,40.8706721738676,63.01828484424878
42.226462607590186,42.46494160280004,21.322667887565046,55.74516092873673
78.09706498840495,36.587763477081786,46.9020772653543,37.13176995697044
90.09226312519519,41.95149764536396,33.89098390520558,61.85607808606678
66.3448823561177,40.61608524864692,73.32132204510371,76.16120459199243
52.5238050177697,60.12751439315186,55.197415207051314,35.50295011996389
45.548219077963914,44.36201783487655,58.41811267703875,38.17900037806094
64.6113933836098,40.092882363977445,67.76867664079474,53.466709216535214
59.5359200670265,68.36321889812604,80.03337803627082,62.797760700259104
58.96535157690417,29.941332854362226,68.57319201227078,34.523939189166605
52.603496877393674,51.0016106994753,53.38219067097816,35.42134434490396
60.32005717122753,36.15437601189483,41.46475965605169,87.51600373127081
55.839565785263474,38.47905136596747,54.05555321577668,56.800441224377394
48.94493369014678,44.617472232899125,40.99713958970334,44.44445256548362
49.97912875055745,72.9889927438917,50.166983647538956,56.81585426919957
88.04150028674162,32.10517801166951,41.05530225549391,49.16529760646411
89.02115842701734,59.31811819684424,50.051277266917694,57.02175099669715
76.87334725473103,43.11974632417082,70.80779429470101,77.6889289830294
39.8241503743342,34.465943792396196,41.51801781883291,54.268774541758965
45.62675771723299,60.266646931029726,65.89803266028646,62.661666814148
81.11299571338148,58.877012259090066,99.23589761829035,47.19496049395496
56.08142004209626,36.30275848445887,167.65486931746534,64.71548524690436
81.46026285356974,46.40010613857561,52.03492217572342,51.733900031687696
72.92490879804126,37.995269683174236,41.086668446662166,68.9012479387042
45.23149476601278,66.15588013036151,91.41253841694427,40.249075134334355
66.69833895407587,42.655128864627606,93.64764788290726,85.48171737687062
57.84861956046863,30.819130937080324,85.27750064608082,60.976872767675374
40.75255613616734,32.44331417384965,94.32852139548476,44.82341012098617
52.70406395472463,43.49146070908884,99.37789106962916,43.38592275865019
68.87406983058615,33.69282154528266,28.693876391802945,53.600207234911416
57.2623714569401,75.35278979265213,45.98068191505253,57.16212408586351
50.8959045259042,27.184637595857634,49.47616587017508,45.842951536234764
50.284879095760694,26.869297602188865,67.26832877446857,39.915054736962546
35.94030050358639,48.46852313633814,33.38811995557084,49.37079236132764
55.82075404616089,47.460013522220606,63.321552841064616,47.885151410151146
54.34890054952519,48.98567915415637,43.43837950391247,55.720451027636365
77.39203544969705,45.30897408073711,50.09171842001686,48.6159718911249
91.83313927406051,40.27165009783509,45.666996836490725,61.587054846828096
57.276082269137795,46.437985188340164,62.65927000944118,53.35243891894836
56.70885585279227,77.79797534166359,37.2279653491693,83.53437472666296
77.84936396473556,23.072773035835127,51.893009132914464,32.31161194506277
34.20284543714161,61.01634117022322,69.11038474530704,64.72106354555152
65.394195751272,59.81703056181484,64.3892673531254,48.9692648909729
72.18684666545118,51.78571039774767,53.32777311893576,37.183966742058836
60.46795491836503,55.69944117792579,34.93758452935332,47.65836644054334
67.02697128195479,40.13607438564178,144.12900895739583,54.068776535247515
61.05816161490975,38.65331388015164,77.45482221372339,73.65403276915625
47.951208550091785,34.6094617654855,74.58611929587828,41.74730210029527
50.90561988268204,63.334103303103824,46.67974602201068,66.38764784074237
64.88657078748057,46.042424853851045,52.97764716097465,73.76214494282395
48.33117054610552,47.2220460913581,41.97784994516529,58.49880395741215
72.5786610049462,37.40210812008367,40.66825757451844,42.364924518914115
49.36762178944725,38.70848807501479,52.27264285375297,49.69479643842562
37.500042028853336,51.08333375966447,38.36486035752535,44.161445300109925
64.59915846611115,36.97646740058007,45.964028963806726,56.51771561765234
75.1698640211684,33.30269238208667,103.90268752418606,39.32912004388125
